,gene_id,gene_symbol,gene_entrez,gene_desc,hos_log2FC,hos_padj,hos_rank,os17_log2FC,os17_padj,os17_rank,rank_sum,gene_rank
283,ENSG00000184922,FMNL1,752,formin like 1,2.381422333,7.74E-176,164,1.35386058,5.67E-67,397,561,212
144,ENSG00000164284,GRPEL2,134266,"GrpE like 2, mitochondrial",1.649144821,5.86E-277,25,1.677922668,1.33E-53,536,561,213
48,ENSG00000125691,RPL23,9349,ribosomal protein L23,-1.964769073,0,1,-1.20290875,7.63E-52,561,562,214
263,ENSG00000188846,RPL14,9045,ribosomal protein L14,-1.427284598,2.68E-183,144,-1.346753048,3.73E-64,423,567,215
462,ENSG00000088367,EPB41L1,2036,erythrocyte membrane protein band 4.1 like 1,-1.77367502,6.19E-125,343,-1.562956402,2.27E-96,227,570,216
399,ENSG00000114019,AMOTL2,51421,angiomotin like 2,0.801079648,3.35E-138,280,1.901011027,5.91E-82,290,570,217
442,ENSG00000105778,AVL9,23080,AVL9 cell migration associated,0.829059844,2.84E-129,323,1.082609644,4.67E-88,252,575,218
158,ENSG00000198796,ALPK2,115701,alpha kinase 2,2.176249005,6.18E-261,39,1.584742011,2.21E-53,539,578,219
547,ENSG00000160752,FDPS,2224,farnesyl diphosphate synthase,-1.587322426,2.79E-110,428,-2.22440203,3.85E-120,153,581,220
535,ENSG00000143751,SDE2,163859,SDE2 telomere maintenance homolog,1.324774641,8.21E-113,416,1.897147949,1.66E-115,165,581,221
363,ENSG00000064309,CDON,50937,"cell adhesion associated, oncogene regulated",-3.664932218,7.54E-149,244,-2.343160242,1.28E-74,339,583,222
3,ENSG00000008517,IL32,9235,interleukin 32,5.178283562,0,1,1.263999297,1.12E-50,585,586,223
395,ENSG00000133398,MED10,84246,mediator complex subunit 10,1.279675849,7.66E-140,276,1.677145803,9.09E-78,313,589,224
507,ENSG00000053371,AKR7A2,8574,aldo-keto reductase family 7 member A2,-1.937431552,4.32E-117,388,-2.23311889,8.59E-101,208,596,225
257,ENSG00000170385,SLC30A1,7779,solute carrier family 30 member 1,1.59904392,7.26E-187,138,1.71177087,4.52E-59,464,602,226
431,ENSG00000120526,NUDCD1,84955,NudC domain containing 1,1.389529065,1.69E-131,312,1.671242507,1.45E-80,295,607,227
214,ENSG00000101444,AHCY,191,adenosylhomocysteinase,-1.391073719,1.36E-212,95,-1.230850742,4.96E-55,515,610,228
104,ENSG00000182054,IDH2,3418,isocitrate dehydrogenase (NADP(+)) 2,-1.866859123,0,1,-1.880589205,2.91E-49,610,611,229
195,ENSG00000163931,TKT,7086,transketolase,-1.384845748,2.90E-233,76,-1.007655401,4.44E-53,542,618,230
140,ENSG00000172893,DHCR7,1717,7-dehydrocholesterol reductase,-2.12635033,1.50E-279,21,-1.692904613,8.06E-50,603,624,231
419,ENSG00000272886,DCP1A,55802,decapping mRNA 1A,1.315726784,3.08E-133,300,1.576337206,1.37E-76,325,625,232
249,ENSG00000185880,TRIM69,140691,tripartite motif containing 69,2.468130906,2.25E-191,130,1.678973484,3.41E-56,498,628,233
675,ENSG00000138166,DUSP5,1847,dual specificity phosphatase 5,1.836491736,1.70E-92,556,3.643603327,3.65E-171,73,629,234
122,ENSG00000124226,RNF114,55905,ring finger protein 114,1.696098006,2.20E-301,3,1.56656009,6.14E-48,629,632,235
27,ENSG00000108679,LGALS3BP,3959,galectin 3 binding protein,1.628120248,0,1,1.572726306,8.70E-48,631,632,236
389,ENSG00000181852,RNF41,10193,ring finger protein 41,1.170359239,1.88E-141,270,1.68935371,1.49E-71,365,635,237
488,ENSG00000104951,IL4I1,259307,interleukin 4 induced 1,5.065008952,3.44E-120,369,5.750498452,3.22E-85,267,636,238
167,ENSG00000108509,CAMTA2,23125,calmodulin binding transcription activator 2,1.879785873,1.33E-253,48,1.198414395,1.99E-50,589,637,239
377,ENSG00000158186,MRAS,22808,muscle RAS oncogene homolog,1.480227624,1.42E-145,258,1.450813288,1.79E-69,380,638,240
212,ENSG00000147604,RPL7,6129,ribosomal protein L7,-1.32084819,5.18E-217,93,-0.98786626,3.16E-52,553,646,241
164,ENSG00000103485,QPRT,23475,quinolinate phosphoribosyltransferase,-1.915290523,1.31E-256,45,-2.874935029,6.53E-50,601,646,242
162,ENSG00000104081,BMF,90427,Bcl2 modifying factor,-4.029191121,6.12E-258,43,-4.288112034,8.47E-50,604,647,243
682,ENSG00000111912,NCOA7,135112,nuclear receptor coactivator 7,2.043351842,2.93E-91,563,3.388603668,3.54E-161,86,649,244
197,ENSG00000128283,CDC42EP1,11135,CDC42 effector protein 1,1.429014047,2.51E-232,78,1.492258481,2.44E-51,572,650,245
595,ENSG00000116005,PCYOX1,51449,prenylcysteine oxidase 1,-1.824270274,2.93E-103,476,-1.539375154,1.36E-111,177,653,246
354,ENSG00000173145,NOC3L,64318,NOC3 like DNA replication regulator,1.31969151,1.44E-151,235,1.41374224,1.01E-64,420,655,247
574,ENSG00000151014,NOCT,25819,nocturnin,2.294385452,1.45E-105,455,2.104240576,7.40E-103,201,656,248
551,ENSG00000139083,ETV6,2120,ETS variant transcription factor 6,1.27665177,1.41E-109,432,1.968499856,2.78E-97,224,656,249
223,ENSG00000120437,ACAT2,39,acetyl-CoA acetyltransferase 2,-1.702766076,1.82E-205,104,-2.689870825,2.69E-52,552,656,250
241,ENSG00000215301,DDX3X,1654,DEAD-box helicase 3 X-linked,0.677524104,1.21E-197,122,0.999582578,2.56E-53,540,662,251
471,ENSG00000006459,KDM7A,80853,lysine demethylase 7A,2.315328798,3.04E-123,352,3.057672668,7.06E-78,311,663,252
593,ENSG00000136436,CALCOCO2,10241,calcium binding and coiled-coil domain 2,1.117353878,1.59E-103,474,1.302068227,1.69E-105,192,666,253
232,ENSG00000119285,HEATR1,55127,HEAT repeat containing 1,1.037518829,3.23E-201,113,1.007847146,3.24E-52,554,667,254
424,ENSG00000169184,MN1,4330,"MN1 proto-oncogene, transcriptional regulator",-2.189334131,2.52E-132,305,-2.313761782,1.27E-71,363,668,255
34,ENSG00000113161,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,-1.940741189,0,1,-1.26834353,2.35E-45,667,668,256
676,ENSG00000187678,SPRY4,81848,sprouty RTK signaling antagonist 4,3.08344224,2.63E-92,557,5.377956165,1.33E-139,116,673,257
554,ENSG00000172986,GXYLT2,727936,glucoside xylosyltransferase 2,-2.068208663,9.61E-109,435,-3.165593907,2.76E-93,238,673,258
413,ENSG00000271503,CCL5,6352,C-C motif chemokine ligand 5,4.974787628,1.99E-134,294,5.229088825,1.55E-69,379,673,259
722,ENSG00000104320,NBN,4683,nibrin,0.967011675,7.36E-87,603,2.020682552,1.06E-168,76,679,260
248,ENSG00000107937,GTPBP4,23560,GTP binding protein 4,1.039471821,1.74E-191,129,1.202504046,2.41E-52,551,680,261
755,ENSG00000135052,GOLM1,51280,golgi membrane protein 1,1.102974617,6.89E-84,636,1.982745511,4.23E-200,47,683,262
517,ENSG00000118217,ATF6,22926,activating transcription factor 6,1.127683351,5.33E-115,398,1.22336585,1.81E-81,291,689,263
452,ENSG00000055483,USP36,57602,ubiquitin specific peptidase 36,1.24364445,9.60E-127,333,1.474694861,4.44E-71,368,701,264
302,ENSG00000119900,OGFRL1,79627,opioid growth factor receptor like 1,1.245053331,8.89E-169,183,1.123785148,6.47E-55,519,702,265
174,ENSG00000111981,ULBP1,80329,UL16 binding protein 1,2.154221315,2.91E-244,55,2.008663274,3.12E-46,656,711,266
793,ENSG00000129667,RHBDF2,79651,rhomboid 5 homolog 2,1.75339526,2.42E-80,674,3.956450917,3.53E-212,38,712,267
768,ENSG00000129521,EGLN3,112399,egl-9 family hypoxia inducible factor 3,-2.126592695,9.82E-83,649,-4.393425745,1.97E-181,63,712,268
337,ENSG00000160214,RRP1,8568,ribosomal RNA processing 1,1.334289978,3.53E-158,218,1.121688961,1.47E-56,494,712,269
328,ENSG00000133313,CNDP2,55748,carnosine dipeptidase 2,1.346117092,8.52E-161,209,1.233470669,7.22E-56,505,714,270
461,ENSG00000124201,ZNFX1,57169,zinc finger NFX1-type containing 1,1.85504474,3.58E-125,342,1.959628512,3.42E-70,375,717,271
245,ENSG00000174996,KLC2,64837,kinesin light chain 2,0.873313191,1.02E-192,126,1.023425604,2.11E-50,591,717,272
485,ENSG00000105819,PMPCB,9512,"peptidase, mitochondrial processing subunit beta",-1.09862905,3.17E-120,366,-1.461411598,7.87E-73,354,720,273
270,ENSG00000254772,EEF1G,1937,eukaryotic translation elongation factor 1 gamma,-1.507097162,2.55E-181,151,-1.681865846,1.87E-51,569,720,274
449,ENSG00000197256,KANK2,25959,KN motif and ankyrin repeat domains 2,-1.696589304,4.98E-127,330,-2.489306784,1.86E-67,392,722,275
443,ENSG00000089289,IGBP1,3476,immunoglobulin binding protein 1,-1.835614165,6.46E-129,324,-1.9751869,3.10E-66,408,732,276
552,ENSG00000116774,OLFML3,56944,olfactomedin like 3,-3.277586481,1.46E-109,433,-3.247493568,1.29E-78,306,739,277
154,ENSG00000121691,CAT,847,catalase,-2.445916735,7.27E-263,35,-2.246661551,1.92E-43,706,741,278
469,ENSG00000157693,TMEM268,203197,transmembrane protein 268,1.790421713,4.03E-124,350,2.107742772,3.47E-67,394,744,279
414,ENSG00000104960,PTOV1,53635,PTOV1 extended AT-hook containing adaptor protein,-1.734081327,4.36E-134,295,-2.118197284,1.94E-60,454,749,280
502,ENSG00000140853,NLRC5,84166,NLR family CARD domain containing 5,3.743499407,2.16E-118,383,4.013404632,5.93E-71,370,753,281
548,ENSG00000100823,APEX1,328,apurinic/apyrimidinic endodeoxyribonuclease 1,-0.909215192,3.98E-110,429,-1.05353914,4.45E-76,328,757,282
594,ENSG00000127663,KDM4B,23030,lysine demethylase 4B,-1.381125757,2.72E-103,475,-1.862984417,3.46E-82,289,764,283
867,ENSG00000120889,TNFRSF10B,8795,TNF receptor superfamily member 10b,0.861632588,1.24E-74,748,2.173120963,2.63E-247,22,770,284
745,ENSG00000100644,HIF1A,3091,hypoxia inducible factor 1 subunit alpha,0.796322896,9.77E-85,626,1.113313451,1.01E-122,147,773,285
146,ENSG00000137285,TUBB2B,347733,tubulin beta 2B class IIb,-1.259498561,6.42E-270,27,-1.615469682,8.28E-42,752,779,286
160,ENSG00000102786,INTS6,26512,integrator complex subunit 6,1.606510064,1.17E-259,41,1.024666409,2.46E-42,739,780,287
351,ENSG00000133316,WDR74,54663,WD repeat domain 74,1.458500406,8.09E-153,232,1.266287196,2.11E-52,550,782,288
295,ENSG00000174748,RPL15,6138,ribosomal protein L15,-1.111412445,1.21E-172,176,-1.216718268,1.85E-49,609,785,289
433,ENSG00000102144,PGK1,5230,phosphoglycerate kinase 1,-1.506149911,5.53E-131,314,-1.61468533,1.76E-57,479,793,290
251,ENSG00000185201,IFITM2,10581,interferon induced transmembrane protein 2,1.604913293,1.02E-190,132,2.38559367,9.60E-46,662,794,291
430,ENSG00000008710,PKD1,5310,"polycystin 1, transient receptor potential channel interacting",1.748569293,1.51E-131,311,1.952015292,5.63E-57,486,797,292
851,ENSG00000134954,ETS1,2113,"ETS proto-oncogene 1, transcription factor",0.835787338,1.09E-75,732,2.034199203,3.25E-169,74,806,293
168,ENSG00000137817,PARP6,56965,poly(ADP-ribose) polymerase family member 6,1.942978574,2.48E-253,49,1.45205295,2.52E-41,762,811,294
604,ENSG00000145284,SCD5,79966,stearoyl-CoA desaturase 5,-1.770910115,1.00E-101,485,-2.893795145,3.87E-76,327,812,295
312,ENSG00000216490,IFI30,10437,IFI30 lysosomal thiol reductase,3.862538655,4.01E-166,193,2.485983917,1.03E-48,620,813,296
267,ENSG00000105835,NAMPT,10135,nicotinamide phosphoribosyltransferase,2.045634803,4.10E-182,148,2.279112586,2.36E-45,668,816,297
225,ENSG00000111540,RAB5B,5869,"RAB5B, member RAS oncogene family",-1.707313182,3.81E-205,106,-1.325037159,2.95E-43,710,816,298
103,ENSG00000181026,AEN,64782,apoptosis enhancing nuclease,2.016524772,0,1,1.45023725,7.14E-39,819,820,299
640,ENSG00000041982,TNC,3371,tenascin C,3.300109153,2.49E-97,521,1.415902075,2.38E-79,301,822,300
240,ENSG00000030110,BAK1,578,BCL2 antagonist/killer 1,1.512650063,1.09E-197,121,1.897413007,1.30E-43,701,822,301
899,ENSG00000185404,SP140L,93349,SP140 nuclear body protein like,1.26738527,3.63E-72,780,2.852189135,2.59E-200,46,826,302
559,ENSG00000143013,LMO4,8543,LIM domain only 4,2.24472723,2.62E-108,440,2.419219578,5.21E-68,387,827,303
830,ENSG00000109320,NFKB1,4790,nuclear factor kappa B subunit 1,1.590379593,6.73E-77,711,1.62709508,5.56E-135,126,837,304
261,ENSG00000100968,NFATC4,4776,nuclear factor of activated T cells 4,-1.967991679,2.52E-185,142,-1.227388481,7.52E-44,695,837,305
476,ENSG00000107815,TWNK,56652,twinkle mtDNA helicase,1.371795435,1.80E-121,357,1.133772893,2.23E-57,481,838,306
628,ENSG00000124785,NRN1,51299,neuritin 1,-1.743514823,1.21E-98,509,-3.178712641,1.81E-75,332,841,307
5,ENSG00000035403,VCL,7414,vinculin,-1.715483424,0,1,-0.674374358,6.55E-38,842,843,308
597,ENSG00000171223,JUNB,3726,"JunB proto-oncogene, AP-1 transcription factor subunit",1.975707406,6.60E-103,478,1.840242826,9.35E-70,377,855,309
271,ENSG00000263001,GTF2I,2969,general transcription factor IIi,-0.990053343,3.61E-181,152,-0.918670316,1.81E-43,704,856,310
47,ENSG00000125648,SLC25A23,79085,solute carrier family 25 member 23,-1.76679005,0,1,-1.283861938,4.08E-37,862,863,311
69,ENSG00000137965,IFI44,10561,interferon induced protein 44,5.699549484,0,1,1.351837897,4.16E-37,864,865,312
662,ENSG00000152256,PDK1,5163,pyruvate dehydrogenase kinase 1,-1.388901031,8.65E-95,543,-1.705137491,7.97E-77,323,866,313
956,ENSG00000112984,KIF20A,10112,kinesin family member 20A,-1.160789329,2.20E-68,837,-3.48989138,2.21E-227,32,869,314
943,ENSG00000166401,SERPINB8,5271,serpin family B member 8,2.082539045,4.53E-69,824,3.936997196,5.95E-194,51,875,315
694,ENSG00000134243,SORT1,6272,sortilin 1,-0.725380669,4.06E-90,575,-1.99516786,2.05E-79,300,875,316
314,ENSG00000164096,C4orf3,401152,chromosome 4 open reading frame 3,-1.989168862,5.25E-166,195,-1.485719672,6.55E-45,680,875,317
579,ENSG00000104131,EIF3J,8669,eukaryotic translation initiation factor 3 subunit J,1.031966489,3.38E-105,460,1.516182304,1.02E-64,421,881,318
274,ENSG00000104765,BNIP3L,665,BCL2 interacting protein 3 like,-1.516808867,7.70E-181,155,-1.402497411,1.74E-42,731,886,319
724,ENSG00000109133,TMEM33,55161,transmembrane protein 33,0.788533058,9.00E-87,605,1.347823522,1.37E-82,284,889,320
944,ENSG00000143333,RGS16,6004,regulator of G protein signaling 16,3.764040333,5.27E-69,825,3.363471479,3.33E-174,69,894,321
279,ENSG00000177426,TGIF1,7050,TGFB induced factor homeobox 1,1.311714748,6.74E-178,160,1.344522196,3.06E-42,742,902,322
451,ENSG00000067082,KLF6,1316,KLF transcription factor 6,1.646221194,8.63E-127,332,1.549634834,2.59E-51,573,905,323
371,ENSG00000170296,GABARAP,11337,GABA type A receptor-associated protein,-1.337775535,4.94E-147,252,-1.682636081,4.79E-46,657,909,324
246,ENSG00000116251,RPL22,6146,ribosomal protein L22,-1.565350565,1.05E-192,127,-1.124400925,1.98E-40,782,909,325
946,ENSG00000173334,TRIB1,10221,tribbles pseudokinase 1,1.648838206,6.92E-69,827,2.580305525,5.19E-162,83,910,326
127,ENSG00000125304,TM9SF2,9375,transmembrane 9 superfamily member 2,-1.212127764,7.39E-290,8,-0.948588609,9.01E-36,904,912,327
801,ENSG00000171310,CHST11,50515,carbohydrate sulfotransferase 11,1.833085617,1.74E-79,682,1.189875892,7.58E-95,231,913,328
153,ENSG00000077097,TOP2B,7155,DNA topoisomerase II beta,-1.022459473,2.47E-263,34,-0.764681762,1.89E-36,881,915,329
569,ENSG00000138134,STAMBPL1,57559,STAM binding protein like 1,1.921765571,5.06E-107,450,2.035547527,2.07E-58,471,921,330
423,ENSG00000103769,RAB11A,8766,"RAB11A, member RAS oncogene family",-1.371784076,1.58E-132,304,-1.123614602,7.74E-49,618,922,331
291,ENSG00000164754,RAD21,5885,RAD21 cohesin complex component,-0.812425673,1.48E-173,172,-1.068013431,6.16E-42,750,922,332
709,ENSG00000047644,WWC3,55841,WWC family member 3,1.236021196,1.98E-88,590,1.691383355,2.40E-75,333,923,333
455,ENSG00000205213,LGR4,55366,leucine rich repeat containing G protein-coupled receptor 4,-2.483103943,2.68E-126,336,-2.629098811,2.56E-50,592,928,334
971,ENSG00000104738,MCM4,4173,minichromosome maintenance complex component 4,-0.820965654,1.58E-67,852,-2.727848313,5.21E-167,79,931,335
643,ENSG00000164164,OTUD4,54726,OTU deubiquitinase 4,1.111070874,2.71E-97,524,1.271843428,5.60E-66,411,935,336
407,ENSG00000109618,SEPSECS,51091,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,1.944660231,4.53E-135,288,1.659621756,1.61E-46,649,937,337
145,ENSG00000116584,ARHGEF2,9181,Rho/Rac guanine nucleotide exchange factor 2,1.971915746,9.79E-271,26,1.248968832,2.02E-35,911,937,338
888,ENSG00000130508,PXDN,7837,peroxidasin,-0.97834338,7.22E-73,769,-1.117800803,2.69E-114,171,940,339
759,ENSG00000113282,CLINT1,9685,clathrin interactor 1,0.626658521,1.48E-83,640,1.084593355,6.93E-78,310,950,340
421,ENSG00000113758,DBN1,1627,drebrin 1,-0.733918727,5.85E-133,302,-1.120899683,1.29E-46,648,950,341
21,ENSG00000104529,EEF1D,1936,eukaryotic translation elongation factor 1 delta,-1.521430382,0,1,-0.971613819,3.95E-34,949,950,342
624,ENSG00000173846,PLK3,1263,polo like kinase 3,2.761209897,6.34E-99,505,2.550275549,5.78E-61,448,953,343
420,ENSG00000133706,LARS1,51520,leucyl-tRNA synthetase 1,0.736464383,3.15E-133,301,0.919384259,7.96E-46,661,962,344
592,ENSG00000140830,TXNL4B,54957,thioredoxin like 4B,1.507798265,6.96E-104,473,2.213191821,1.84E-56,496,969,345
634,ENSG00000101057,MYBL2,4605,MYB proto-oncogene like 2,-1.02828613,1.05E-97,515,-2.019294172,4.03E-60,457,972,346
741,ENSG00000120053,GOT1,2805,glutamic-oxaloacetic transaminase 1,1.08851754,2.94E-85,622,1.867380742,5.97E-73,352,974,347
304,ENSG00000206560,ANKRD28,23243,ankyrin repeat domain 28,0.96543901,3.44E-168,185,1.325403958,2.39E-39,805,990,348
941,ENSG00000023445,BIRC3,330,baculoviral IAP repeat containing 3,3.942688967,2.95E-69,822,5.8309574,2.06E-114,170,992,349
290,ENSG00000112640,PPP2R5D,5528,protein phosphatase 2 regulatory subunit B'delta,-1.340169841,8.26E-174,171,-1.520709283,1.79E-38,830,1001,350
848,ENSG00000176407,KCMF1,56888,potassium channel modulatory factor 1,0.898832493,7.13E-76,729,1.351342586,1.85E-84,273,1002,351
659,ENSG00000124702,KLHDC3,116138,kelch domain containing 3,-0.983808532,2.49E-95,540,-1.551225041,6.22E-59,465,1005,352
591,ENSG00000178381,ZFAND2A,90637,zinc finger AN1-type containing 2A,2.057117088,6.92E-104,472,2.955490534,2.05E-53,538,1010,353
904,ENSG00000121281,ADCY7,113,adenylate cyclase 7,1.217465238,6.49E-72,785,2.42740816,7.40E-94,234,1019,354
641,ENSG00000109534,GAR1,54433,GAR1 ribonucleoprotein,1.314755417,2.56E-97,522,1.552390715,2.22E-56,497,1019,355
573,ENSG00000147416,ATP6V1B2,526,ATPase H+ transporting V1 subunit B2,1.104735708,1.44E-105,454,1.68191907,1.48E-51,568,1022,356
333,ENSG00000188612,SUMO2,6613,small ubiquitin like modifier 2,-1.184618495,3.46E-159,214,-0.919417745,2.95E-39,808,1022,357
383,ENSG00000198728,LDB1,8861,LIM domain binding 1,-1.168011575,7.28E-143,264,-1.139284102,2.40E-41,760,1024,358
183,ENSG00000156639,ZFAND3,60685,zinc finger AN1-type containing 3,1.236942473,7.40E-240,64,1.017743929,9.59E-34,960,1024,359
934,ENSG00000198830,HMGN2,3151,high mobility group nucleosomal binding domain 2,-0.712690474,1.53E-69,815,-1.776525627,1.97E-99,211,1026,360
817,ENSG00000146733,PSPH,5723,phosphoserine phosphatase,0.98760832,8.00E-78,698,1.626650645,5.54E-76,330,1028,361
681,ENSG00000140464,PML,5371,PML nuclear body scaffold,1.7909394,2.91E-91,562,2.069438172,4.21E-58,473,1035,362
533,ENSG00000203727,SAMD5,389432,sterile alpha motif domain containing 5,-2.508796785,6.29E-113,414,-2.444454252,1.58E-48,623,1037,363
937,ENSG00000186470,BTN3A2,11118,butyrophilin subfamily 3 member A2,1.338332641,2.06E-69,818,2.001786937,4.44E-98,221,1039,364
701,ENSG00000124275,MTRR,4552,5-methyltetrahydrofolate-homocysteine methyltransferase reductase,0.816010118,2.37E-89,582,1.588134202,3.33E-59,463,1045,365
528,ENSG00000077380,DYNC1I2,1781,dynein cytoplasmic 1 intermediate chain 2,-0.877866272,4.34E-113,409,-1.029600355,2.50E-47,639,1048,366
474,ENSG00000179218,CALR,811,calreticulin,-0.994414174,2.70E-122,355,-1.086535273,9.96E-44,699,1054,367
792,ENSG00000135334,AKIRIN2,55122,akirin 2,0.986135605,2.26E-80,673,1.576800966,2.81E-69,382,1055,368
105,ENSG00000182199,SHMT2,6472,serine hydroxymethyltransferase 2,1.379281524,0,1,0.971354785,1.55E-30,1054,1055,369
744,ENSG00000105323,HNRNPUL1,11100,heterogeneous nuclear ribonucleoprotein U like 1,-0.908439101,9.25E-85,625,-1.292946699,4.62E-63,434,1059,370
457,ENSG00000143322,ABL2,27,"ABL proto-oncogene 2, non-receptor tyrosine kinase",1.480165263,1.20E-125,338,1.681919823,7.45E-43,724,1062,371
1085,ENSG00000041357,PSMA4,5685,proteasome 20S subunit alpha 4,1.057262406,2.82E-61,966,1.926931171,2.74E-150,98,1064,372
600,ENSG00000074181,NOTCH3,4854,notch receptor 3,-3.109802383,2.10E-102,481,-2.563578523,9.54E-51,583,1064,373
336,ENSG00000155287,SLC25A28,81894,solute carrier family 25 member 28,2.042773811,2.39E-158,217,1.717100843,1.03E-37,848,1065,374
1017,ENSG00000112118,MCM3,4172,minichromosome maintenance complex component 3,-0.849009481,6.83E-65,898,-1.949729247,7.28E-114,172,1070,375
992,ENSG00000173559,NABP1,64859,nucleic acid binding protein 1,1.118713159,3.14E-66,873,2.699035225,1.86E-103,200,1073,376
